request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_228,1601201.62,not_affordable,not_recommended,none,,none,IDR 36748550 available; protect 26191200 minimum. Safe today: 1601201.62. No accepted plan completes the request by 2026-04-30 while preserving the minimum for 90 days. Evidence: message_178. Next supported income: 30400000 on 2026-04-15.
request_229,486.25,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,EUR 1800.52 available; protect 1000 minimum. Pay EUR 1587.87 via installments; finish 2024-05-19. Forecast low 1295.64 through 2024-06-02. Evidence: message_179. Next supported income: 1298 on 2024-03-15.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,EUR 8676.76 available; protect 2000 minimum. Pay EUR 3537.60 via full payment; finish 2025-08-06. Forecast low 2513.70 through 2025-11-04. Evidence: message_180. Next supported income: 1752.74 on 2025-08-15.
request_231,30710.56,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,reduce_to:event_21305:845.90,ZAR 84590.59 available; protect 24300 minimum. Pay ZAR 37134.24 via installments; finish 2026-03-07. Forecast low 31998.02 through 2026-04-03. Apply reduce_to:event_21305:845.90. Next supported income: 44000 on 2026-01-15.
request_232,631.96,affordable_with_plan,wait,2024-08-15:1970.10,,reduce_to:event_21408:50,EUR 4269.40 available; protect 2400 minimum. Pay EUR 1970.10 via wait; finish 2024-08-15. Forecast low 2611.17 through 2024-09-03. Apply reduce_to:event_21408:50. Evidence: message_181. Next supported income: 2772 on 2024-06-15.
request_233,4295939.2,affordable_with_plan,partial_payment,2025-11-07:4295939.20|2025-11-15:1945060.80,2025-11-15,none,IDR 19341300 available; protect 10365700 minimum. Pay IDR 6241000 via partial payment; finish 2025-11-15. Forecast low 10365700 through 2026-02-05. Evidence: message_182. Next supported income: 16910000 on 2025-11-15.
request_234,183.19,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,EUR 1274.25 available; protect 700 minimum. Pay EUR 1213.30 via wait; finish 2026-09-15. Forecast low 883.19 through 2026-10-02. Evidence: message_183. Next supported income: 913 on 2026-07-15.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,USD 2086.28 available; protect 700 minimum. Pay USD 967.20 via full payment; finish 2024-09-06. Forecast low 858.23 through 2024-12-05. Next supported income: 1019.15 on 2024-09-15.
request_236,5830036.96,not_affordable,not_recommended,none,,none,IDR 31173450 available; protect 16768600 minimum. Safe today: 5830036.96. No accepted plan completes the request by 2025-02-23 while preserving the minimum for 90 days. Evidence: message_185. Next supported income: 22420000 on 2025-02-15.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,IDR 100824550 available; protect 22431500 minimum. Pay IDR 23826000 via full payment; finish 2026-04-05. Forecast low 26213006.02 through 2026-07-04. Evidence: message_186.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,USD 1882.07 available; protect 700 minimum. Pay USD 690.15 via installments; finish 2025-02-07. Forecast low 902.36 through 2025-03-07. Evidence: message_187. Next supported income: 565.44 on 2024-12-15.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,USD 1988.90 available; protect 600 minimum. Pay USD 642 via full payment; finish 2025-05-04. Forecast low 654.44 through 2025-08-02. Next supported income: 1020 on 2025-05-15.
request_240,13746.71,not_affordable,not_recommended,none,,none,INR 92720 available; protect 52800 minimum. Safe today: 13746.71. No accepted plan completes the request by 2026-03-20 while preserving the minimum for 90 days. Evidence: message_188. Next supported income: 62000 on 2026-01-15.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,IDR 90172322.14 available; protect 19252000 minimum. Pay IDR 21894080.01 via installments; finish 2024-05-18. Forecast low 20888841.91 through 2024-06-01. Evidence: message_189.
request_242,27.28,not_affordable,not_recommended,none,,none,EUR 1037.40 available; protect 600 minimum. Safe today: 27.28. No accepted plan completes the request by 2025-08-25 while preserving the minimum for 90 days. Evidence: message_190. Next supported income: 968 on 2025-08-15.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,ZAR 47470.40 available; protect 19900 minimum. Pay ZAR 17468 via full payment; finish 2026-07-07. Forecast low 22977.57 through 2026-10-05. Next supported income: 23980 on 2026-07-15.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,ZAR 126279.20 available; protect 45900 minimum. Pay ZAR 49918 via full payment; finish 2024-06-04. Forecast low 56843.23 through 2024-09-02. Next supported income: 56760 on 2024-06-15.
request_245,24005.91,affordable_later,wait,2026-01-15:128500,2026-01-15,none,INR 160360 available; protect 94600 minimum. Pay INR 128500 via wait; finish 2026-01-15. Forecast low 112676.84 through 2026-02-04. Evidence: message_191. Next supported income: 139994.40 on 2025-11-15.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,ZAR 201692.06 available; protect 39300 minimum. Pay ZAR 66649.44 via installments; finish 2026-06-02. Forecast low 42281.79 through 2026-07-02. Evidence: message_192.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,EUR 2819.20 available; protect 1300 minimum. Pay EUR 1059.30 via full payment; finish 2024-09-05. Forecast low 1344.02 through 2024-12-04. Evidence: message_193. Next supported income: 1528.56 on 2024-09-15.
request_248,385.98,not_affordable,not_recommended,none,,none,USD 2807.36 available; protect 1300 minimum. Safe today: 385.98. No accepted plan completes the request by 2025-04-28 while preserving the minimum for 90 days. Evidence: message_194. Next supported income: 928.80 on 2025-02-15.
request_249,161.38,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,USD 942.40 available; protect 600 minimum. Pay USD 643.20 via wait; finish 2026-03-15. Forecast low 761.38 through 2026-04-04. Evidence: message_195. Next supported income: 702 on 2026-01-15.
request_250,15440.17,not_affordable,not_recommended,none,,none,ZAR 64120 available; protect 35300 minimum. Safe today: 15440.17. No accepted plan completes the request by 2025-01-18 while preserving the minimum for 90 days. Evidence: message_196. Next supported income: 53680 on 2024-12-15.
request_251,436.55,not_affordable,not_recommended,none,,none,EUR 4648.55 available; protect 1300 minimum. Safe today: 436.55. No accepted plan completes the request by 2025-06-06 while preserving the minimum for 90 days.
request_252,4757293.95,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,IDR 25250700 available; protect 15152200 minimum. Pay IDR 28082000 via wait; finish 2026-08-15. Forecast low 15988595.39 through 2026-10-03. Evidence: message_197. Next supported income: 19760000 on 2026-07-15.
request_253,1370.82,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,EUR 4635.57 available; protect 2300 minimum. Pay EUR 2953.80 via installments; finish 2024-05-22. Forecast low 2421.36 through 2024-06-05. Evidence: message_198. Next supported income: 2860 on 2024-03-15.
request_254,637.23,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,USD 4259.60 available; protect 2500 minimum. Pay USD 3535.20 via wait; finish 2025-10-15. Forecast low 3137.23 through 2025-11-02. Next supported income: 2808 on 2025-08-15.
request_255,3283420.22,not_affordable,not_recommended,none,,none,IDR 38518150 available; protect 9813900 minimum. Safe today: 3283420.22. No accepted plan completes the request by 2026-06-15 while preserving the minimum for 90 days.
request_256,152799.25,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,INR 394983.28 available; protect 168600 minimum. Pay INR 227448 via installments; finish 2024-08-11. Forecast low 185548.90 through 2024-09-01. Evidence: message_200. Next supported income: 214000 on 2024-06-15.
request_257,317.96,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,USD 2685.20 available; protect 1600 minimum. Pay USD 1352.40 via wait; finish 2026-01-15. Forecast low 1640.55 through 2026-02-03. Next supported income: 1954.37 on 2025-11-15.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,USD 2603.68 available; protect 500 minimum. Pay USD 1113.60 via full payment; finish 2026-01-07. Forecast low 1025.16 through 2026-04-07. Next supported income: 572.88 on 2026-01-15.
request_259,211.88,affordable_later,wait,2024-11-15:935,2024-11-15,none,EUR 1269.30 available; protect 600 minimum. Pay EUR 935 via wait; finish 2024-11-15. Forecast low 811.88 through 2024-12-03. Evidence: message_201. Next supported income: 792 on 2024-09-15.
request_260,6375023.47,not_affordable,not_recommended,none,,none,IDR 35787100 available; protect 20727700 minimum. Safe today: 6375023.47. No accepted plan completes the request by 2025-04-18 while preserving the minimum for 90 days. Next supported income: 29259993.84 on 2025-02-15.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,EUR 4718.96 available; protect 1500 minimum. Pay EUR 1830.40 via full payment; finish 2026-07-03. Forecast low 1777.84 through 2026-10-01. Next supported income: 2684 on 2026-07-15.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,IDR 88406100 available; protect 31018500 minimum. Pay IDR 9236000 via full payment; finish 2024-12-05. Forecast low 31545540.77 through 2025-03-05. Evidence: message_203. Next supported income: 29921200 on 2024-12-15.
request_263,6717.1,not_affordable,not_recommended,none,,none,ZAR 38818 available; protect 24100 minimum. Safe today: 6717.1. No accepted plan completes the request by 2025-06-15 while preserving the minimum for 90 days. Evidence: message_204. Next supported income: 29700 on 2025-05-15.
request_264,23492.16,affordable_later,wait,2026-06-15:111300,2026-06-15,none,INR 104375 available; protect 59500 minimum. Pay INR 111300 via wait; finish 2026-06-15. Forecast low 82992.16 through 2026-07-03. Evidence: message_205. Next supported income: 88000 on 2026-04-15.
request_265,40192.37,affordable_with_plan,full_payment,2024-03-06:45970,,stop:event_24384,INR 786105 available; protect 189700 minimum. Pay INR 45970 via full payment; finish 2024-03-06. Forecast low 194542.37 through 2024-06-04. Apply stop:event_24384. Evidence: message_206.
request_266,770.25,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,EUR 2354.92 available; protect 900 minimum. Pay EUR 972.39 via installments; finish 2025-09-28. Forecast low 927.41 through 2025-11-01. Evidence: message_207. Next supported income: 968 on 2025-08-15.
request_267,1689.86,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,EUR 3648.98 available; protect 1500 minimum. Pay EUR 2001.99 via installments; finish 2026-03-09. Forecast low 1965.87 through 2026-04-05. Next supported income: 1821.60 on 2026-01-15.
request_268,1041.5,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,EUR 2912.52 available; protect 1400 minimum. Pay EUR 2523.66 via installments; finish 2024-08-15. Forecast low 1600.28 through 2024-09-05. Next supported income: 2288 on 2024-06-15.
request_269,9921.58,affordable_later,wait,2025-12-15:15490,2025-12-15,none,ZAR 45307.90 available; protect 23100 minimum. Pay ZAR 15490 via wait; finish 2025-12-15. Forecast low 28364.11 through 2026-02-02. Evidence: message_210. Next supported income: 38280 on 2025-11-15.
request_270,96.77,not_affordable,not_recommended,none,,none,USD 1935.40 available; protect 1400 minimum. Safe today: 96.77. No accepted plan completes the request by 2026-08-30 while preserving the minimum for 90 days. Next supported income: 1071.36 on 2026-07-15.
request_271,13812.38,affordable_later,wait,2024-11-15:91300,2024-11-15,none,INR 142960 available; protect 58200 minimum. Pay INR 91300 via wait; finish 2024-11-15. Forecast low 72012.38 through 2024-12-02. Evidence: message_211. Next supported income: 103000 on 2024-09-15.
request_272,5415269.1,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,IDR 16324524 available; protect 7508600 minimum. Pay IDR 14128400.01 via installments; finish 2025-04-09. Forecast low 8214402.43 through 2025-05-06. Next supported income: 11780000 on 2025-02-15.
request_273,9628167.38,affordable_with_plan,partial_payment,2026-04-07:9628167.38|2026-04-15:6232832.62,2026-04-15,none,IDR 32146800 available; protect 18774600 minimum. Pay IDR 15861000 via partial payment; finish 2026-04-15. Forecast low 18774600 through 2026-07-06. Next supported income: 34010000 on 2026-04-15.
request_274,2300.54,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,EUR 4847.31 available; protect 1800 minimum. Pay EUR 2822.25 via installments; finish 2025-02-04. Forecast low 2627.03 through 2025-03-04. Next supported income: 2484 on 2024-12-15.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,IDR 37206450 available; protect 12760100 minimum. Pay IDR 15884000 via full payment; finish 2025-05-06. Forecast low 14380920.76 through 2025-08-04. Evidence: message_215. Next supported income: 18050000 on 2025-05-15.
